Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Tiffany Magnuson	F	Sr	25	9	10	19	0.7600	4	8	0	2	1	0
Kali Holst	F	Fr	25	9	4	13	0.5200	5	10	0	3	2	0
Sara Toft	F	Jr	22	3	8	11	0.5000	11	22	2	1	0	0
Brya Erickson	D	So	25	3	6	9	0.3600	18	36	0	2	0	0
Andrea Toft	F	Jr	25	3	5	8	0.3200	19	38	0	1	0	0
Alison Ulseth	F	Fr	25	4	3	7	0.2800	6	12	0	2	0	0
Jenna Knudtson	F	So	25	3	4	7	0.2800	3	6	2	0	0	0
Whitney Restemayer	D	Jr	23	3	3	6	0.2609	23	46	0	2	0	0
Erin Leyden	F	So	24	3	2	5	0.2083	3	6	1	0	0	0
Jess Olson	F	Jr	25	0	5	5	0.2000	26	52	0	0	0	0
Whitney Pratt	D	So	20	1	2	3	0.1500	4	8	0	0	0	0
Elise Hedlund	F	So	23	0	3	3	0.1304	16	32	0	0	0	0
Amanda Gullickson	F	Fr	25	1	0	1	0.0400	7	14	0	0	0	0
Carly Facchini	F	So	22	1	0	1	0.0455	6	12	0	0	0	0
Toni Menth	G	Jr	23	0	0	0	0.0000	3	6	0	0	0	0
Hillary Volkman	F	So	19	0	0	0	0.0000	3	6	0	0	0	0
Annie Grossmann	F	Fr	25	0	0	0	0.0000	0	0	0	0	0	0
Jenna Marquardt	F	Fr	25	0	0	0	0.0000	0	0	0	0	0	0
Grace Edgar	G	So	8	0	0	0	0.0000	1	2	0	0	0	0
Hayley Thomas	F	Fr	25	0	0	0	0.0000	0	0	0	0	0	0
