Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Tonya Schaldenbrand	F	Fr	12	4	5	9	0.7500	0	1	0	0
Amanda Thornton	G	Jr	14	4	1	5	0.3571	0	2	0	0
Morgan Gable	F	Jr	12	3	2	5	0.4167	0	0	0	0
Emily Morris	F	Fr	9	1	4	5	0.5556	0	0	0	0
Melli Grzesiowski	F	Sr	14	2	2	4	0.2857	0	0	0	0
Dara Burke	F	Sr	14	1	1	2	0.1429	0	1	0	0
Cassi Birriel	F	So	6	0	2	2	0.3333	0	0	0	0
Allison Vodilko	D	So	14	0	2	2	0.1429	0	0	0	0
Lynn Caputo	F	So	6	1	0	1	0.1667	0	0	0	0
Sarah Scheckner	F	Fr	2	0	1	1	0.5000	0	0	0	0
Jessica Frye	D	So	7	0	1	1	0.1429	0	0	0	0
Alison Seaman	D	Fr	14	0	0	0	0.0000	0	0	0	0
Joanne Braga	G	Jr	6	0	0	0	0.0000	0	0	0	0
Jen Martin	F/D	So	12	0	0	0	0.0000	0	0	0	0
A.J. DeSantis	F	Jr	12	0	0	0	0.0000	0	0	0	0
Ryann Frye	G	So	8	0	0	0	0.0000	0	0	0	0
Leslie Gomes	F	Fr	2	0	0	0	0.0000	0	0	0	0
Erin Casey	G	Fr	2	0	0	0	0.0000	0	0	0	0
