Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Laura Hurd	F	Fr	28	40	37	77	2.7500	9	4	3	0
Charissa Gawant	F	Fr	28	16	41	57	2.0357	1	6	0	0
Lindsay Palmer	F	Fr	28	14	30	44	1.5714	0	2	0	0
LeAnne Denman	D	Fr	28	19	18	37	1.3214	4	3	0	0
Michelle Rennie	F	So	28	11	22	33	1.1786	2	2	1	0
Teegon Black	F	Jr	27	8	18	26	0.9630	2	0	0	0
Shannon Sargent	F	Fr	27	11	9	20	0.7407	1	2	2	0
Amy Rudisill	F	Fr	28	8	9	17	0.6071	0	0	0	0
Megan Lafave	F	Fr	26	8	8	16	0.6154	2	0	1	0
Julie Clune	D	Fr	28	2	14	16	0.5714	0	0	0	0
Sarah Fewchuk	F	Fr	22	4	10	14	0.6364	0	0	0	0
Jenelle Bauer	D	Fr	26	5	8	13	0.5000	2	0	0	0
Maryse Simard	F	Fr	27	4	9	13	0.4815	0	0	1	0
Sonya Lynk	D	Fr	26	3	10	13	0.5000	1	0	0	0
Bronwyn Hart	D	Fr	28	7	4	11	0.3929	1	1	0	0
Leah Pabst	F	Fr	26	7	2	9	0.3462	0	0	0	0
Jessica Nadon	D	Fr	11	5	3	8	0.7273	0	0	0	0
Kristin Jodoin	F	Fr	22	3	5	8	0.3636	0	0	0	0
Shannon Fong			13	3	3	6	0.4615	1	0	0	0
Hilary Davis	F	Fr	1	0	0	0	0.0000	0	0	0	0
Edith Racine	G	Fr	18	0	0	0	0.0000	0	0	0	0
Kristin Lillie	G	Fr	12	0	0	0	0.0000	0	0	0	0
Jessica Smith	F	Fr	4	0	0	0	0.0000	0	0	0	0
