Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Kara Violette	F	Jr	27	19	16	35	1.2963	5	10	4	2	0	0
Elizabeth Scala	F	Sr	25	13	16	29	1.1600	9	18	2	3	0	0
Sam Girard	F	So	26	17	11	28	1.0769	15	30	6	5	1	0
Julie Matthias	F	So	27	13	9	22	0.8148	4	8	2	2	1	1
Maeve Reilly	F	So	27	8	6	14	0.5185	4	8	2	2	0	0
Izzy Bagi	D	Sr	14	4	10	14	1.0000	12	24	0	1	0	0
Emily Lissner	F	Jr	27	5	7	12	0.4444	6	12	1	1	1	0
Tori Messina	D	So	27	4	8	12	0.4444	7	14	0	2	0	0
Erin Hall	D	Sr	27	1	11	12	0.4444	5	10	1	0	0	0
Hannah Gillis	D	Fr	24	1	11	12	0.5000	9	18	0	0	0	0
Jackie Gellner	D	So	27	2	6	8	0.2963	13	26	0	0	0	0
Danielle Doherty	F	So	27	3	4	7	0.2593	1	2	0	0	1	0
Aubrey Ashmun	F	So	20	3	2	5	0.2500	1	2	1	0	0	0
Kelsey Goostrey	F	Jr	21	2	2	4	0.1905	2	4	2	0	0	0
Victoria Young	D/F	Fr	26	1	3	4	0.1538	12	24	0	0	0	0
Sarah Stevens	F	Fr	19	1	2	3	0.1579	2	4	0	0	0	0
Tessie Salatas	G	Jr	16	0	2	2	0.1250	0	0	0	0	0	0
Lauren Abbenante	F	Jr	3	1	0	1	0.3333	1	2	1	0	0	0
Amanda Kewer	F	So	18	1	0	1	0.0556	1	2	0	0	0	0
Meghan O'Donnell	F	Sr	25	0	1	1	0.0400	4	8	0	0	0	0
Maeve Christ	D	Fr	10	0	1	1	0.1000	1	2	0	0	0	0
Siobhan Burke	G	Jr	1	0	0	0	0.0000	0	0	0	0	0	0
Marcia LaPlante	G	Fr	8	0	0	0	0.0000	0	0	0	0	0	0
Charlotte Abrecht	D	Fr	6	0	0	0	0.0000	3	6	0	0	0	0
Livvy Konaxis	F	Sr	20	0	0	0	0.0000	3	6	0	0	0	0
Maggie Hallisey	F	Fr	5	0	0	0	0.0000	0	0	0	0	0	0
Alex Barnes	G	So	5	0	0	0	0.0000	0	0	0	0	0	0
Julia Cronin	D/F	Fr	3	0	0	0	0.0000	1	2	0	0	0	0
Sierra Hannough	F	Jr	1	0	0	0	0.0000	0	0	0	0	0	0
Marissa Higgins	F	Fr	2	0	0	0	0.0000	4	8	0	0	0	0
