Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Alexia Gagnon Laplante	F	Sr	35	5	3	8	0.2286	0	1	0	0
Samantha Bowers	F	So	35	5	3	8	0.2286	0	3	0	1
Randi Motsko	F	So	36	4	3	7	0.1944	0	2	0	0
Jenny Porter	F	Fr	36	4	2	6	0.1667	1	1	0	0
Casie Hanson	F/D	So	36	3	3	6	0.1667	0	1	0	0
Ashley Lynch	D	Fr	34	3	3	6	0.1765	0	2	0	0
Melissa Jaques	F	So	32	3	3	6	0.1875	0	0	0	0
Samantha Turner	D	Fr	36	2	4	6	0.1667	0	1	0	0
Jade Schirado	F	Fr	34	2	3	5	0.1471	0	0	0	0
Aynsley Allen	F	Sr	31	0	5	5	0.1613	0	0	0	0
Kelsey Fletcher	D	So	35	2	2	4	0.1143	0	1	0	0
Christy Carlson	D	So	35	1	3	4	0.1143	0	0	0	0
Alyssa Johnson	F/D	So	36	1	2	3	0.0833	0	1	0	0
Ashley Paulson	F	Fr	26	0	3	3	0.1154	0	0	0	0
Jodi Holland	F	Fr	30	1	1	2	0.0667	0	0	0	0
Cassandra Flanagan	D	Fr	36	1	1	2	0.0556	1	0	0	0
Andrea Cook	F	Fr	33	1	1	2	0.0606	0	0	0	0
Christey Allen	D	Jr	28	0	2	2	0.0714	0	0	0	0
Alex Williams	F	Fr	35	1	0	1	0.0286	1	0	0	0
Jody Karnik	G	Fr	5	0	0	0	0.0000	0	0	0	0
Brittany Kirkham	G	Fr	35	0	0	0	0.0000	0	0	0	0
