Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Jamie Kivi	D	Sr	30	13	18	31	1.0333	15	30	2	4	0	0
Jenna McCall	F	Sr	30	11	20	31	1.0333	14	28	4	3	0	0
Lauryn DePaul	F	Sr	30	15	15	30	1.0000	24	48	5	7	0	0
Alex Bresler	F	So	29	19	8	27	0.9310	4	8	3	9	1	0
Jillayne DeBus	F	Fr	30	15	11	26	0.8667	22	44	2	8	0	1
Madison Johnston	D	Fr	30	6	14	20	0.6667	15	30	1	2	0	0
Karen Colehour	F	Sr	30	4	16	20	0.6667	11	22	1	1	1	0
Caitlin Metcalf	F	Fr	28	8	11	19	0.6786	5	10	2	3	0	0
Lindsay Mitchell	F	So	30	4	11	15	0.5000	3	6	1	2	0	0
Caitlin Manahan	F	So	30	6	6	12	0.4000	3	6	0	0	0	0
Tiffany Hart	D	Sr	30	2	9	11	0.3667	8	16	0	1	0	0
Melanie Henshaw	F	Sr	27	7	3	10	0.3704	3	6	2	4	0	0
Carly Richardson	F/D	Sr	29	2	5	7	0.2414	3	6	0	1	1	0
Anastasia Steele-Norton	D	Sr	30	1	6	7	0.2333	13	26	0	0	0	0
Amber Tirri	F	Fr	28	4	2	6	0.2143	10	20	0	0	0	0
Amanda Ritzel	D	Jr	27	0	5	5	0.1852	3	6	0	0	0	0
Alex McPhail	F	So	29	1	2	3	0.1034	0	0	0	0	0	0
Monica Valente	D	So	8	1	1	2	0.2500	0	0	1	0	0	0
Mary-Kate Gellerman	D	Fr	5	0	1	1	0.2000	3	6	0	0	0	0
Lauren Sullivan	G	Fr	20	0	1	1	0.0500	0	0	0	0	0	0
Samantha Maguire	G	Fr	10	0	0	0	0.0000	0	0	0	0	0	0
Laura Proietto	G	Fr	1	0	0	0	0.0000	0	0	0	0	0	0
