Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Stacy Anderson	F	Sr	30	13	27	40	1.3333	0	0	1	2	1	0
Gina Baranzelli	F	Sr	30	25	9	34	1.1333	19	38	8	7	5	1
Lindsey LeGree	F	Fr	30	16	14	30	1.0000	22	44	6	4	0	0
Jamie McClintock	F	Jr	21	11	13	24	1.1429	2	4	2	6	3	0
Brianne Mosher	F	So	30	9	15	24	0.8000	8	16	1	3	4	1
Shana Katz	F	Fr	28	10	8	18	0.6429	12	24	3	3	0	0
Jasmine Pollock	F	So	30	7	7	14	0.4667	1	2	0	0	0	1
Allie Pullar	D	Fr	30	4	6	10	0.3333	0	0	1	1	0	0
Brittany Dunkel	D	So	30	2	8	10	0.3333	15	30	0	1	0	1
Kirsti Hakala	D	Jr	30	1	9	10	0.3333	21	42	0	1	0	0
Kayla Chilstrom	D	Fr	30	0	9	9	0.3000	29	58	0	0	0	0
Teagan Cassan	F	Fr	30	4	3	7	0.2333	11	22	1	0	1	0
Kim Schmeichel	D	So	30	2	5	7	0.2333	9	18	0	1	0	0
Chelsey Brodeen	D	Fr	29	3	0	3	0.1034	3	6	0	0	0	0
Amy Hasbargen	D	Fr	29	1	2	3	0.1034	0	0	0	0	0	0
Brittany Bembeneck	D	So	30	0	1	1	0.0333	30	60	0	0	0	0
Heidi Chandler	D	So	28	0	1	1	0.0357	0	0	0	0	0	0
Melissa Kunzelman	G	So	14	0	0	0	0.0000	0	0	0	0	0	0
Rikki Nespor	G	Jr	16	0	0	0	0.0000	0	0	0	0	0	0
