Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Lindsay Boeser	F	Jr	26	20	19	39	1.5000	3	2	1	0
Susannah Brokl	F	Jr	26	13	25	38	1.4615	3	5	5	0
Katie Bennett	F	Jr	26	10	17	27	1.0385	1	2	1	0
Tessa Christensen	F	So	26	14	10	24	0.9231	1	6	0	0
Laura Wild	F	Jr	26	9	13	22	0.8462	3	6	0	0
Kari McClintick	F	Fr	26	3	16	19	0.7308	0	1	0	0
Kim McClintick	F	Fr	15	7	8	15	1.0000	1	4	0	0
Jessica Magnuson	D	So	25	3	11	14	0.5600	0	3	0	0
Kayla Hill	F	Fr	25	6	5	11	0.4400	2	2	0	0
Janae Fabini	F	Jr	18	4	5	9	0.5000	0	1	0	0
Taylor David	D	Fr	25	1	7	8	0.3200	0	0	0	0
Kristina Kontny	F	Fr	18	2	2	4	0.2222	0	0	0	0
Anna Messerly	D	So	24	0	4	4	0.1667	0	0	0	0
Melissa Sailor	F	So	25	2	1	3	0.1200	1	0	0	0
Theresa Nolan	D	Sr	22	1	1	2	0.0909	0	0	0	0
Heidi Morse	D	Jr	15	0	1	1	0.0667	0	0	0	0
Lauren Vandeventer	F	Fr	11	0	1	1	0.0909	0	0	0	0
Chelsea Koloski	F	Fr	20	0	1	1	0.0500	0	0	0	0
Shannon Herrick	G	So	15	0	0	0	0.0000	0	0	0	0
Emilie Midtling	D	Jr	20	0	0	0	0.0000	0	0	0	0
Sarah Mills	G	Fr	16	0	0	0	0.0000	0	0	0	0
Claire LeDuc	F	Sr	24	0	0	0	0.0000	0	0	0	0
Kelsey Skoglund	D	Sr	11	0	0	0	0.0000	0	0	0	0
Jessica Nash	F	Jr	2	0	0	0	0.0000	0	0	0	0
Kate Helmich	D	Fr	10	0	0	0	0.0000	0	0	0	0
