Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Rebecca Johnston	F	Fr	26	16	16	32	1.2308	7	14	2	4	1	0
Caeleigh Beerworth	F	Sr	30	12	18	30	1.0000	14	28	6	4	0	0
Brittany Forgues	F	Sr	30	7	19	26	0.8667	4	8	0	4	1	0
Liz Zorn	F	So	29	13	11	24	0.8276	10	31	1	5	1	0
Karlee Overguard	F	Fr	29	6	15	21	0.7241	23	46	1	2	0	0
Brianne Schmidt	F	Sr	30	4	12	16	0.5333	6	12	0	1	0	0
Hayley Hughes	F	Fr	30	4	8	12	0.4000	7	14	0	0	0	0
Laura Danforth	F	So	30	4	7	11	0.3667	6	12	0	1	0	0
Melanie Jue	F/D	So	28	1	10	11	0.3929	17	34	0	0	0	0
Sam Wauer	D	Fr	30	2	6	8	0.2667	17	34	0	0	0	0
Amber Overguard	F/D	Fr	14	3	4	7	0.5000	8	16	0	3	0	0
Katie Bredice	F/D	Fr	22	2	2	4	0.1818	3	6	0	1	0	0
Amber Moore	D	Fr	30	2	2	4	0.1333	25	50	1	1	0	0
Steph Ulrich	D	Jr	30	0	4	4	0.1333	10	20	0	0	0	0
Kelly McGinty	F/D	So	30	3	0	3	0.1000	4	8	0	0	0	0
Brianne Gilbert	F	Jr	20	1	1	2	0.1000	2	4	1	0	0	0
Emma Chipman	F	Jr	30	1	1	2	0.0667	4	8	0	0	0	0
Jenny Niesluchowski	G	So	22	0	0	0	0.0000	1	2	0	0	0	0
Katie Wilson	G	Fr	5	0	0	0	0.0000	0	0	0	0	0	0
Kayla Strong	G	Fr	9	0	0	0	0.0000	1	2	0	0	0	0
