Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Stefanie Ubl	D	Sr	25	14	16	30	1.2000	11	22	2	5	1	0
Mari Gunderson	F	Jr	24	17	6	23	0.9583	11	22	1	5	2	0
Molly Doyle	F	Sr	25	10	12	22	0.8800	8	16	2	4	0	0
Allie Harwood	F	Fr	28	9	11	20	0.7143	2	4	1	1	0	0
Melissa Mackley	F	So	28	4	14	18	0.6429	7	14	0	2	1	0
Kirstin Peterson	D	Fr	28	3	15	18	0.6429	9	18	1	1	0	0
Jessica Doig	F	Jr	28	8	8	16	0.5714	1	2	2	3	0	0
Jenny Pusch	F	Jr	28	6	10	16	0.5714	9	18	2	4	1	0
Lynn Hillen	F	So	28	7	8	15	0.5357	10	20	1	2	0	0
Alyssa Saunders	F	So	28	4	9	13	0.4643	8	16	0	2	0	0
Lisa Sablak	F	Fr	28	9	3	12	0.4286	5	10	1	1	1	1
Laura Hillman	F	So	20	5	6	11	0.5500	1	2	2	1	0	0
Laura Vannelli	D	Sr	24	4	7	11	0.4583	10	20	1	3	0	0
Linda Evans	F	Fr	20	6	4	10	0.5000	0	0	2	2	0	0
Kelsey Johnson	D	Fr	28	1	7	8	0.2857	0	0	0	0	0	0
Claire Opsahl	D	So	26	3	4	7	0.2692	7	14	2	1	0	0
Melissa Kravich	F	Fr	15	2	4	6	0.4000	1	2	1	1	0	0
Sara Yungner	D	Fr	16	1	5	6	0.3750	1	2	1	0	0	0
Christine Wicker	F	Jr	15	3	2	5	0.3333	0	0	1	0	0	0
Jenna Johnson	F	So	14	2	3	5	0.3571	0	0	1	1	0	0
Margaret Dorer	D	Sr	18	1	3	4	0.2222	2	4	1	1	0	0
Kristin Meyers	F	Fr	5	0	3	3	0.6000	2	4	0	0	0	0
Niki Laferriere	G	Fr	3	0	0	0	0.0000	0	0	0	0	0	0
Breanna Scavo	G	So	26	0	0	0	0.0000	0	0	0	0	0	0
Sarah Windhorst	G	So	5	0	0	0	0.0000	0	0	0	0	0	0
