Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Katie Little	F	Sr	28	12	16	28	1.0000	4	8	1	5	1	0
Mary Rose Morrison	F	Sr	28	6	16	22	0.7857	9	18	1	1	0	0
Alyssa Taylor	F	Sr	24	7	11	18	0.7500	8	16	1	1	0	0
Alla Traun	F	So	28	5	13	18	0.6429	14	28	3	1	0	0
Sonia Occhionero	F	Sr	28	10	4	14	0.5000	8	16	2	6	0	1
Lynsey Schill	F	Sr	28	5	9	14	0.5000	14	28	3	2	1	0
Erin Sidjak	D	Sr	28	2	12	14	0.5000	6	12	0	1	0	0
Jessica Kehoe	F	Sr	28	8	4	12	0.4286	9	18	2	1	0	0
Trenah Stauffer	D	So	28	5	5	10	0.3571	7	22	1	2	0	0
Rachael Morrison	D	So	28	1	8	9	0.3214	5	10	0	0	0	0
Michele Meggiolaro	F	So	28	7	1	8	0.2857	0	0	3	0	0	0
Aubrey Bachand	F	So	28	2	4	6	0.2143	9	18	0	0	0	0
Sydney Asselstine	F	So	28	3	1	4	0.1429	0	0	1	0	0	0
Brighid Noone	D	Fr	28	0	4	4	0.1429	7	14	0	0	0	0
Chelsea Boucher	F	Fr	20	2	1	3	0.1500	0	0	0	0	1	0
Caitlyn Beauvais	D	Jr	28	1	2	3	0.1071	10	20	0	1	0	0
Melissa Hauptman	F/D	Fr	22	1	1	2	0.0909	3	6	0	0	0	0
Kelly Keane	F	Sr	12	1	0	1	0.0833	2	4	0	0	0	0
Mary Evans	G	Jr	21	0	0	0	0.0000	0	0	0	0	0	0
Victoria Smishek	G	Fr	2	0	0	0	0.0000	0	0	0	0	0	0
Kirsten Shaughnessy	G	So	5	0	0	0	0.0000	0	0	0	0	0	0
McKenna Farole	D	Fr	26	0	0	0	0.0000	1	2	0	0	0	0
