Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Rachel Llanes	F	So	37	12	19	31	0.8378	6	12	2	4	1	0
Katie MacSorley	F	Fr	37	15	6	21	0.5676	7	14	1	2	0	0
Casey Pickett	F	So	37	10	10	20	0.5405	6	12	1	3	0	1
Siena Falino	F	So	37	6	13	19	0.5135	5	10	1	0	0	0
Alyssa Wohlfeiler	F	Sr	33	8	9	17	0.5152	20	40	4	3	0	0
Claire Santostefano	F	Fr	37	5	12	17	0.4595	6	12	1	0	1	0
Lori Antflick	F	Sr	37	7	7	14	0.3784	1	2	0	1	0	0
Julia Marty	D	Sr	37	5	9	14	0.3784	10	20	1	1	0	1
Stephanie Gavronsky	D	Jr	37	5	8	13	0.3514	32	64	1	1	0	0
Kristi Kehoe	F	Sr	36	6	6	12	0.3333	13	26	2	0	1	0
Maggie DiMasi	D	Fr	36	1	10	11	0.3056	25	50	0	1	0	0
Brittany Esposito	F	So	12	4	6	10	0.8333	6	12	1	0	0	0
Dani Rylan	F	Jr	37	3	7	10	0.2703	10	20	1	0	0	0
Casie Fields	D	So	37	1	5	6	0.1622	8	16	0	0	0	0
Sonia St. Martin	D	Fr	37	1	4	5	0.1351	10	20	0	0	0	0
Maggie Brennolt	D	Fr	30	1	1	2	0.0667	0	0	0	0	0	0
Lindsay Domaas	D	So	17	1	0	1	0.0588	2	4	0	0	0	0
Florence Schelling	G	Jr	28	0	1	1	0.0357	0	0	0	0	0	0
Nicole Fox	F	Fr	18	0	0	0	0.0000	1	2	0	0	0	0
Autumn Prouty	F	Sr	37	0	0	0	0.0000	5	18	0	0	0	0
Danielle Kerr	F	So	9	0	0	0	0.0000	0	0	0	0	0	0
Leah Sulyma	G	Sr	11	0	0	0	0.0000	0	0	0	0	0	0
Corinne Henning	F	Fr	26	0	0	0	0.0000	0	0	0	0	0	0
