Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Wendy Roberts	F	Jr	25	14	8	22	0.8800	9	18	1	2	0	1
Sarah Moy	F	Fr	25	7	12	19	0.7600	2	4	0	1	0	0
Kaitlyn VanTassel	F	Fr	25	8	10	18	0.7200	15	30	2	3	0	0
Sarina Goos	F	So	25	8	9	17	0.6800	4	8	0	1	0	1
Lauren Kolak	F	Sr	25	3	14	17	0.6800	21	42	1	2	0	0
Megan O'Brian	F	Sr	11	2	8	10	0.9091	2	4	0	0	1	0
Kirsten Olson	F	So	25	4	5	9	0.3600	4	8	0	1	0	0
Natalie Simons	F	Jr	25	4	5	9	0.3600	8	16	2	0	1	0
Erika Geary	F	So	25	2	7	9	0.3600	3	6	0	1	0	0
Bailey Thompson	D	Fr	25	0	8	8	0.3200	7	14	0	0	0	0
Abby Felton	F	Fr	25	6	1	7	0.2800	1	2	2	0	0	0
Briita Nelson	F	Jr	20	4	1	5	0.2500	8	16	0	1	0	0
Emma Johnson	D	Fr	21	1	4	5	0.2381	5	10	0	1	0	0
Hannah Williams	D	Sr	25	1	2	3	0.1200	10	20	0	0	0	0
Leah Younkers	D	Fr	25	0	2	2	0.0800	5	10	0	0	0	0
Kylie Guimont	F	Fr	24	0	1	1	0.0417	4	8	0	0	0	0
Hannah Zimmerman	D	So	21	0	0	0	0.0000	4	8	0	0	0	0
Brielle Larson	F	Fr	24	0	0	0	0.0000	1	2	0	0	0	0
Lauren Topor	G	So	1	0	0	0	0.0000	0	0	0	0	0	0
Maggie Straka	G	Jr	11	0	0	0	0.0000	0	0	0	0	0	0
Karly Vohden	D	Sr	25	0	0	0	0.0000	2	4	0	0	0	0
Michelle Klimstra	G	Jr	16	0	0	0	0.0000	0	0	0	0	0	0
