Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Alisa Harrison	F	Fr	37	12	19	31	0.8378	11	22	2	2	0	1
Whitney Naslund	F	Jr	37	15	14	29	0.7838	12	24	4	4	0	0
Allison Wright	F	Jr	37	8	13	21	0.5676	11	22	4	3	0	0
Kendra Dunlop	F	So	37	7	11	18	0.4865	6	12	1	2	0	0
Laura Gersten	D	Jr	37	5	11	16	0.4324	5	10	2	3	0	0
Jamie-Lynn Stewart	F	Sr	37	4	12	16	0.4324	14	28	1	1	0	0
Sierra Vadner	D	Fr	37	2	14	16	0.4324	18	36	0	1	0	0
Melissa Boik	D	Sr	37	7	7	14	0.3784	18	36	2	3	0	0
Allysen Weidner	F	Jr	37	7	7	14	0.3784	23	46	1	2	0	0
Nicole McDonald	F	Sr	31	6	8	14	0.4516	32	64	1	1	0	0
Amanda Castignetti	D	Fr	37	2	8	10	0.2703	15	30	0	0	0	0
Jill Vandegrift	F	Fr	37	6	3	9	0.2432	6	12	1	2	0	0
Sydney O'Keefe	F	So	37	2	5	7	0.1892	12	24	0	1	0	0
Laura Guillemette	F	Fr	37	1	3	4	0.1081	9	18	0	1	0	0
Katie Daniels	D	Fr	30	0	3	3	0.1000	10	31	0	0	0	0
Rossli Chace	F	Jr	32	1	0	1	0.0313	5	10	0	0	0	0
Jodi Yaworski	D	Jr	18	1	0	1	0.0556	3	6	0	0	0	0
Jaime Jacquard-Sowa	F	Sr	37	0	1	1	0.0270	5	10	0	0	0	0
Kristen Jakubowski	F/D	Fr	27	0	0	0	0.0000	3	6	0	0	0	0
Emily Ford	G	Sr	1	0	0	0	0.0000	0	0	0	0	0	0
Ashley Gaylord	F	So	4	0	0	0	0.0000	0	0	0	0	0	0
Sonja van der Bliek	G	So	35	0	0	0	0.0000	0	0	0	0	0	0
Ashley Mayr	G	Sr	2	0	0	0	0.0000	0	0	0	0	0	0
