Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Kristin Savard	F	Fr	31	14	8	22	0.7097	4	3	0	1
Jenna Spring	F	Fr	30	8	12	20	0.6667	0	2	1	0
Deena Caplette	F	So	31	10	8	18	0.5806	2	1	0	0
Erin Duggan	D	Jr	31	3	15	18	0.5806	0	0	0	0
Sheila Zingler	F	Fr	31	6	11	17	0.5484	1	0	0	0
Nicole Symington	F	Jr	31	9	6	15	0.4839	3	6	1	0
Natalie Babony	F	So	27	5	9	14	0.5185	2	0	0	0
Kelsey Johnson	F	Fr	31	4	9	13	0.4194	0	2	0	0
Suzanne McGoey	F	So	31	5	4	9	0.2903	0	1	0	1
Christina Sharun	F	Fr	31	5	2	7	0.2258	0	1	0	0
Lisa Jacque	F	Jr	30	1	5	6	0.2000	0	0	0	0
Regan Gilbride	F/D	Fr	31	2	2	4	0.1290	0	0	0	0
Nina Resor	D	Fr	30	1	3	4	0.1333	0	1	0	0
Alison Turney	D	Jr	31	0	3	3	0.0968	0	0	0	0
Kristin Kattleman	F/D	Sr	31	0	1	1	0.0323	0	0	0	0
Sarah Love	G	So	29	0	0	0	0.0000	0	0	0	0
Linda Dix-Cooper	D	So	31	0	0	0	0.0000	0	0	0	0
Erika Hockinson	D	Sr	5	0	0	0	0.0000	0	0	0	0
Carrie Horbatuk	G	Fr	1	0	0	0	0.0000	0	0	0	0
Nicolette Franck	G	Sr	3	0	0	0	0.0000	0	0	0	0
