Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Andrea Peterson	D	So	30	32	29	61	2.0333	8	8	2	2
Kelly Crandall	F	So	30	21	28	49	1.6333	3	8	1	0
Laura Stypulkowski	F	Sr	30	17	31	48	1.6000	1	5	0	0
Molly Doyle	F	Fr	30	19	27	46	1.5333	4	3	3	0
Ingrid Neve	F	So	30	18	17	35	1.1667	4	2	4	1
Abby Randall	D	Jr	30	8	20	28	0.9333	0	3	0	0
Margaret Dorer	D	Fr	29	6	12	18	0.6207	3	1	0	0
Becky Steiner	F	So	30	9	8	17	0.5667	2	0	0	0
Laura Vannelli	D	Fr	30	6	6	12	0.4000	0	0	0	0
Brittany Northagen	F	Jr	30	5	6	11	0.3667	0	1	0	0
Tanna Tuomie	F	Jr	30	5	5	10	0.3333	0	0	0	0
Danny Blacker	D	Fr	30	1	5	6	0.2000	0	0	0	0
Dagney Johnson	D	Sr	30	1	4	5	0.1667	0	0	0	0
Josefin Pettersson	F	Jr	8	3	0	3	0.3750	0	1	0	0
Leah Erickson	D	Sr	30	1	2	3	0.1000	0	0	0	0
Kierstin Supina	F	So	28	0	3	3	0.1071	0	0	0	0
Jaclyn DuFault	F	Fr	28	2	0	2	0.0714	0	0	0	0
Kathleen Simonet	D	So	8	0	0	0	0.0000	0	0	0	0
Ashley Elliot	D	So	2	0	0	0	0.0000	0	0	0	0
Danielle Koopman	G	Fr	9	0	0	0	0.0000	0	0	0	0
Kitty Hurley	G	So	11	0	0	0	0.0000	0	0	0	0
Kara Meyer	G	So	22	0	0	0	0.0000	0	0	0	0
