Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Jordan Ott	F	Jr	25	15	11	26	1.0400	13	26	4	1	1	0
Alison Greene	F	Sr	25	5	12	17	0.6800	1	2	0	3	0	0
Anna-Rose Bertin	F	So	25	8	6	14	0.5600	10	20	1	4	0	1
Jenna Patterson	F	Fr	25	6	4	10	0.4000	12	24	1	0	0	0
Sally Mooney	F	Sr	25	3	7	10	0.4000	2	4	1	3	0	0
Katie Marsman	D	Sr	25	1	9	10	0.4000	9	18	1	0	0	0
Amanda Peterson	F	Jr	24	5	3	8	0.3333	1	2	0	2	0	0
Rylie Murray	D	Fr	25	4	4	8	0.3200	4	8	1	0	0	1
Kaylen Van Wagner	D	Jr	25	1	6	7	0.2800	6	15	0	0	0	0
Brenna Wilson	F	So	25	3	2	5	0.2000	4	8	0	0	0	0
Rachel Grefke	D	Sr	25	1	2	3	0.1200	6	12	0	0	0	0
Kady Hart	D	Jr	25	1	1	2	0.0800	8	16	0	0	0	0
Jaci Morr	F	So	11	1	1	2	0.1818	2	4	0	1	0	0
Taylor Marcellus	F	So	15	0	2	2	0.1333	0	0	0	0	0	0
Roberta Beatty	F	Jr	23	1	0	1	0.0435	0	0	0	0	0	0
Tatum Walber	F	Fr	25	0	1	1	0.0400	5	10	0	0	0	0
Madison Smith	D	Jr	25	0	0	0	0.0000	4	8	0	0	0	0
Emily Kriwox	F/D	Jr	23	0	0	0	0.0000	1	2	0	0	0	0
Abby Tardelli	G	Jr	25	0	0	0	0.0000	1	2	0	0	0	0
