Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Sam Faber	F	Jr	38	25	24	49	1.2895	13	34	13	3	3	0
Jenn Wakefield	F	Fr	33	27	19	46	1.3939	27	57	3	7	1	0
Sadie Wright-Ward	F	Sr	38	20	24	44	1.1579	17	34	3	5	0	1
Jennifer Hitchcock	F	Sr	38	20	23	43	1.1316	24	59	2	14	0	2
Leah Craig	F	Sr	38	13	24	37	0.9737	18	36	1	3	0	1
Kelly Paton	F	So	36	9	21	30	0.8333	2	4	1	5	1	0
Micaela Long	F	So	38	12	16	28	0.7368	8	16	1	3	0	0
Kacey Bellamy	D	Jr	35	3	23	26	0.7429	27	54	2	0	0	0
Martine Garland	D	Sr	34	3	20	23	0.6765	1	2	1	2	0	0
Courtney Birchard	F	Fr	28	8	13	21	0.7500	7	14	0	2	0	0
Steph Holmes	F	So	37	8	8	16	0.4324	13	26	2	5	0	0
Julia Marty	D	Fr	31	3	7	10	0.3226	3	6	1	0	0	0
Maggie Joyce	D	Jr	38	1	7	8	0.2105	22	52	1	0	0	0
Raylen Dziengelewski	D	Fr	30	0	8	8	0.2667	18	36	0	0	0	0
Angela Taylor	F/D	Jr	38	1	5	6	0.1579	8	16	0	0	0	0
Nicole Goguen	D	Sr	38	0	6	6	0.1579	4	8	0	0	0	0
Stefanie Marty	F	Fr	37	4	1	5	0.1351	0	0	1	0	0	0
Shannon Sisk	F	So	28	1	0	1	0.0357	1	2	1	0	0	0
Kayley Herman	G	Fr	34	0	1	1	0.0294	0	0	0	0	0	0
Diana Saly	D	Sr	30	0	1	1	0.0333	5	10	0	0	0	0
Carole LeBlanc	D	Fr	6	0	0	0	0.0000	0	0	0	0	0	0
Lucy Schoedel	G	So	5	0	0	0	0.0000	0	0	0	0	0	0
