Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Jonna Curtis	F	Sr	35	21	21	42	1.2000	19	38	2	5	2	4
Amy Schlagel	D	Jr	35	13	10	23	0.6571	24	48	2	6	0	0
Julia Fedeski	D	Jr	35	6	16	22	0.6286	8	16	1	5	0	0
Marie-Jo Pelletier	D	So	35	8	11	19	0.5429	1	2	1	3	0	0
Meghara McManus	F	Fr	35	8	9	17	0.4857	11	22	0	0	0	0
Carlee Turner	F	Fr	35	3	14	17	0.4857	21	42	1	0	0	0
Carlee Toews	F	Jr	35	7	8	15	0.4286	7	14	2	0	0	0
Devan Taylor	F	So	35	3	10	13	0.3714	11	22	1	0	0	1
Nicole Dunbar	F	Fr	35	6	5	11	0.3143	12	24	3	2	0	0
Abby Chapman	F	Fr	35	2	7	9	0.2571	7	14	1	0	0	0
Kate Haslett	F	Sr	35	4	4	8	0.2286	11	22	0	1	0	0
Ali Praus	F	Jr	35	3	4	7	0.2000	5	10	0	0	0	0
Jenna Rheault	D	So	35	2	3	5	0.1429	6	12	0	0	0	0
Tori Howran	D	Fr	31	0	5	5	0.1613	8	16	0	0	0	0
Taylor Wenczkowski	F	So	7	2	1	3	0.4286	2	4	0	0	0	0
Lexie Revkin	D	Fr	34	0	3	3	0.0882	7	14	0	0	0	0
Hannah Touzos	F	Fr	35	1	1	2	0.0571	4	8	0	0	0	0
Caitlyn Radatovich	F	So	33	0	1	1	0.0303	2	4	0	0	0	0
Kyra Smith	G	So	12	0	0	0	0.0000	0	0	0	0	0	0
Kaylee Forster	D	Jr	11	0	0	0	0.0000	1	2	0	0	0	0
Hilary Cashin	G	So	27	0	0	0	0.0000	0	0	0	0	0	0
