Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Christine Bestland	F	Sr	37	22	32	54	1.4595	25	50	5	5	5	2
Emily Janiga	F	So	37	15	26	41	1.1081	20	51	1	3	1	0
Christie Cicero	F	Sr	36	16	19	35	0.9722	25	61	2	3	1	2
Jenna Dingeldein	F	So	37	15	20	35	0.9459	18	36	1	7	0	0
Shelby Bram	F	Jr	37	8	27	35	0.9459	14	28	2	2	0	0
Molly Byrne	D	Jr	37	3	24	27	0.7297	27	54	1	2	0	0
Kaleigh Chippy	F	Sr	36	17	9	26	0.7222	26	63	6	8	0	0
Kathy Donohue	F	So	37	7	6	13	0.3514	9	18	3	4	0	0
J'nai Mahadeo	D	So	37	3	9	12	0.3243	4	8	0	1	0	0
Jillian Skinner	D	Fr	35	1	11	12	0.3429	4	8	0	1	0	0
Jaclyn Arbour	F	So	37	5	6	11	0.2973	6	12	0	0	0	1
Maggie Rothgery	F	So	37	4	2	6	0.1622	7	14	1	1	0	0
Paige Horton	D	Fr	37	2	4	6	0.1622	12	24	0	0	0	0
Caroline Luczak	D	Jr	37	1	5	6	0.1622	8	16	0	0	0	0
Lauren Kilroy	D	So	37	1	3	4	0.1081	19	38	1	0	0	0
Hannah Bale	F	So	37	2	1	3	0.0811	4	8	1	0	0	0
Megan Whiddon	F	Fr	37	1	2	3	0.0811	4	8	0	0	0	0
Taylor Accursi	F	Fr	37	0	3	3	0.0811	8	16	0	0	0	0
Amanda Makela	G	Jr	35	0	1	1	0.0286	0	0	0	0	0	0
Sara Besseling	G	Fr	1	0	0	0	0.0000	0	0	0	0	0	0
Julia DiTondo	G	So	5	0	0	0	0.0000	0	0	0	0	0	0
