Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Tomery Stolz	F	Sr	27	17	18	35	1.2963	4	2	0	0
Maureen Hardwick	F	So	26	11	19	30	1.1538	2	2	0	1
Tanaya Reitz	F	So	23	14	9	23	1.0000	2	2	1	0
Melanie Drake	F/D	So	26	4	14	18	0.6923	0	1	0	0
Sue Heinmiller	F	So	26	7	10	17	0.6538	1	1	1	0
Allison Turgeon	F	Fr	21	10	6	16	0.7619	0	2	1	0
Jenny Sorensen	F	So	27	8	8	16	0.5926	1	1	0	0
Rachel Reinhardt	D	Jr	26	2	8	10	0.3846	0	0	0	0
Maggie Toft	D	Fr	27	1	9	10	0.3704	0	0	0	0
Allison O'Hara	D	So	26	2	7	9	0.3462	1	1	0	0
Anne Schema	F	Fr	27	6	1	7	0.2593	2	0	0	0
Andrea Schilling	F	Fr	25	6	1	7	0.2800	1	0	0	0
Susan Hosford	F	So	26	4	3	7	0.2692	1	0	0	0
Tedra Mitchell	F	Jr	27	3	4	7	0.2593	1	0	0	0
Michelle Radzik	D	Jr	17	1	6	7	0.4118	1	0	0	0
Vanessa Miller	D	Sr	24	2	4	6	0.2500	0	0	0	0
Jordan Benson	F/D	Sr	23	4	0	4	0.1739	2	1	0	1
Lindsay Jacobs	D	Sr	4	1	1	2	0.5000	0	0	0	0
Katie Moore	F	Sr	16	0	1	1	0.0625	0	0	0	0
Lindsay Allen	D	So	12	0	1	1	0.0833	0	0	0	0
Erika Mortenson	F	Fr	9	0	0	0	0.0000	0	0	0	0
Marcy Stech	F	Fr	8	0	0	0	0.0000	0	0	0	0
Nikki Sailer	F	Jr	6	0	0	0	0.0000	0	0	0	0
Laura Eaton	D	Fr	6	0	0	0	0.0000	0	0	0	0
Katie Jetland	G	Fr	15	0	0	0	0.0000	0	0	0	0
Becky Kilpatrick	G	So	15	0	0	0	0.0000	0	0	0	0
