Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Jamie Briski	F	Fr	28	15	14	29	1.0357	7	14	2	2	3	1
Stefanie Schmitz	F	So	28	7	20	27	0.9643	4	8	1	2	1	0
Ashly Berner	F	Fr	28	12	14	26	0.9286	16	32	0	4	1	0
Jenna Scanlon	F	Sr	28	15	6	21	0.7500	8	16	4	4	0	0
Jessica Thompson	F	Fr	28	6	13	19	0.6786	16	40	1	2	0	0
Cassie LeBlanc	F	So	21	11	7	18	0.8571	11	22	4	4	1	0
Kelly Jensen	F	Sr	27	9	8	17	0.6296	15	30	0	1	3	1
Jessie Dyslin	D	Jr	28	4	13	17	0.6071	13	34	1	3	0	0
Abby Sunderman	F	So	27	7	8	15	0.5556	10	20	1	2	0	0
Kacie Anderson	D	Sr	28	2	12	14	0.5000	10	20	0	2	0	0
Lauren Conrad	D	Fr	27	3	7	10	0.3704	19	38	1	0	0	0
Brittany Erickson	F	Fr	28	4	4	8	0.2857	0	0	0	0	0	0
Kristen Juven	F	Sr	28	2	2	4	0.1429	3	6	1	0	0	0
Renae Bergh	D	Sr	27	1	3	4	0.1481	27	65	1	1	0	0
Kelly Snedeker	F	Sr	28	2	1	3	0.1071	8	16	0	0	0	0
Bailey Vikstrom	D	Fr	28	0	2	2	0.0714	8	16	0	0	0	0
Chelsea Nelson	F	Fr	27	1	0	1	0.0370	1	2	0	0	0	0
Cassi Campbell	G	Fr	28	0	0	0	0.0000	1	2	0	0	0	0
Mandi Mohwinkel	G	Sr	2	0	0	0	0.0000	0	0	0	0	0	0
Katie Kantrud	G	Jr	3	0	0	0	0.0000	0	0	0	0	0	0
Kayleigh Bell	D	Fr	28	0	0	0	0.0000	13	26	0	0	0	0
