Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Jennifer Hitchcock	F	So	37	30	36	66	1.7838	5	14	2	1
Sadie Wright-Ward	F	So	37	28	33	61	1.6486	4	8	1	0
Sam Faber	F	Fr	37	22	29	51	1.3784	4	5	2	0
Martine Garland	D	Jr	34	5	32	37	1.0882	1	2	0	0
Leah Craig	F	So	34	20	15	35	1.0294	3	7	1	0
Nicole Hekle	F	Jr	37	12	21	33	0.8919	3	4	1	0
Lindsay Hansen	F	Sr	37	8	22	30	0.8108	0	2	0	0
Shannon Clement	D	Jr	37	18	10	28	0.7568	3	5	1	0
Kacey Bellamy	D	Fr	37	8	16	24	0.6486	1	5	0	0
Amy McLaughlin	D	Sr	37	4	16	20	0.5405	2	2	1	0
Lindsey Caleo	F	Jr	36	6	12	18	0.5000	2	1	0	0
Taylor Palazeti	F	So	36	5	8	13	0.3611	1	0	0	0
Jackie Wedster	F	Jr	22	3	9	12	0.5455	2	0	0	0
Angela Taylor	F/D	Fr	34	3	9	12	0.3529	0	1	0	0
Nicole Goguen	D	So	37	1	8	9	0.2432	0	0	0	0
Becky Peters	D	Sr	37	1	6	7	0.1892	1	0	0	0
Jessica Zerafa	F	So	6	2	4	6	1.0000	1	2	0	0
Maggie Joyce	D	Fr	34	2	4	6	0.1765	0	2	0	0
Diana Saly	D	So	36	0	4	4	0.1111	0	0	0	0
Brittany Busa	G	Jr	5	0	0	0	0.0000	0	0	0	0
Andi Hanley	D	So	5	0	0	0	0.0000	0	0	0	0
Melissa Bourdon	G	Jr	32	0	0	0	0.0000	0	0	0	0
