Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Rachel Porter	D	Sr	26	6	22	28	1.0769	3	6	1	2	1	0
Sarah Markey	F	So	26	10	16	26	1.0000	13	26	3	6	0	0
Michaela Chiuccariello	F	So	26	14	10	24	0.9231	9	18	1	6	2	0
Taylor Shepherd	F	So	26	12	12	24	0.9231	7	14	2	6	2	1
Danielle Phalon	F	Fr	26	10	8	18	0.6923	4	8	3	2	2	0
Sarah McCusker	D	Sr	26	2	12	14	0.5385	20	40	2	2	0	0
Shelby Johnson	F	Fr	26	6	4	10	0.3846	2	4	0	0	0	0
Samantha Zitzer	F	Sr	26	6	3	9	0.3462	4	8	2	3	0	0
Melanie Sherlock	F	Sr	25	3	6	9	0.3600	13	26	0	2	0	0
Cheyenne Boyd	F	Fr	25	4	4	8	0.3200	2	4	1	1	0	0
Molly O'Sullivan	F	Fr	20	2	5	7	0.3500	3	6	0	2	0	0
Kimberly Spring	F	Fr	26	1	6	7	0.2692	3	6	0	0	0	0
Kelsey Talty	F	Sr	26	3	3	6	0.2308	7	14	0	1	0	0
Shannon Coleman	D	Jr	26	1	5	6	0.2308	10	20	0	0	0	0
Kelsey Lynch	F	Fr	24	3	2	5	0.2083	5	10	0	0	0	1
Monika Borkowski	D	Jr	26	0	5	5	0.1923	5	10	0	0	0	0
Caitlyn Farragher	F	Sr	26	0	2	2	0.0769	6	12	0	0	0	0
Britani Dunbar	F	Fr	24	1	0	1	0.0417	1	2	0	0	0	0
Mariah Mosher	G	Fr	5	0	0	0	0.0000	0	0	0	0	0	0
Ali Muehlbronner	G	Sr	26	0	0	0	0.0000	1	2	0	0	0	0
