Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Tanya Regner	F	Jr	27	16	12	28	1.0370	3	5	2	0
Nicole Fortier	F	Jr	27	12	14	26	0.9630	1	4	0	0
Amy Kachinske	F	So	27	11	13	24	0.8889	2	0	1	2
Jodi Faye	F	Sr	23	7	9	16	0.6957	1	2	0	0
Brei Thompson	F	Sr	27	3	5	8	0.2963	0	1	0	0
Tara Evoy	D	Fr	27	2	3	5	0.1852	1	1	0	0
Nadine Aubin	D	Fr	27	0	5	5	0.1852	0	0	0	0
Rachel Helleloid	F/D	Jr	24	2	2	4	0.1667	0	1	0	0
Marianne Bortolin	D	So	26	2	1	3	0.1154	0	0	0	0
Theresa Williams	F	Sr	27	2	0	2	0.0741	0	0	0	0
Nicole Ropiak	D	So	27	0	2	2	0.0741	0	0	0	0
Katie Elmquist	D	Fr	27	1	0	1	0.0370	0	1	0	0
Jordan Sharpe	D	Jr	8	0	1	1	0.1250	0	0	0	0
Kristy Faechner	G	Fr	16	0	0	0	0.0000	0	0	0	0
Michaela Promuka	F	Sr	5	0	0	0	0.0000	0	0	0	0
Jo Bayers	F	Fr	23	0	0	0	0.0000	0	0	0	0
Shaylynn Pewapisconias	F	Fr	25	0	0	0	0.0000	0	0	0	0
Kristi Tobolaski	F	Jr	24	0	0	0	0.0000	0	0	0	0
Ashley Nicolls	G	Jr	13	0	0	0	0.0000	0	0	0	0
Lindsay Vovk	F	Jr	27	0	0	0	0.0000	0	0	0	0
Rae Lundberg	D	Fr	25	0	0	0	0.0000	0	0	0	0
Chelsea Tabor	G	Fr	2	0	0	0	0.0000	0	0	0	0
