Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Jenna Spring	F	So	32	13	15	28	0.8750	1	6	0	0
Erin Duggan	D	Sr	32	11	16	27	0.8438	2	4	0	0
Deena Caplette	F	Jr	32	10	16	26	0.8125	3	2	1	1
Kristin Savard	F	So	32	9	15	24	0.7500	1	3	0	1
Nicole Symington	F	Sr	29	7	13	20	0.6897	1	0	1	0
Sheila Zingler	F	So	32	8	11	19	0.5938	3	2	0	2
Helen Resor	D	Fr	24	7	11	18	0.7500	1	1	0	1
Kelsey Johnson	F	So	32	4	9	13	0.4063	1	1	0	0
Natalie Babony	F	Jr	32	4	5	9	0.2813	0	0	1	0
Christina Sharun	F	So	32	4	5	9	0.2813	1	1	0	0
Alison Turney	D	Sr	32	2	4	6	0.1875	1	0	0	0
Nina Resor	D	So	25	2	3	5	0.2000	1	0	0	0
Lisa Jacque	F	Sr	32	0	4	4	0.1250	0	0	0	0
Ann-Renée Guillemette	D	Fr	31	0	1	1	0.0323	0	0	0	0
Regan Gilbride	F/D	So	32	0	1	1	0.0313	0	0	0	0
Carrie Horbatuk	G	So	1	0	0	0	0.0000	0	0	0	0
Sarah Love	G	Jr	29	0	0	0	0.0000	0	0	0	0
Shivon Zilis	G	Fr	7	0	0	0	0.0000	0	0	0	0
