Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Tiffany Magnuson	F/D	Fr	25	21	6	27	1.0800	3	5	1	0
Caryn Quist	F	Fr	25	5	10	15	0.6000	0	3	0	0
Jocelyn Cookson	F	Sr	15	8	5	13	0.8667	1	2	0	0
Calla Lundquist	D	Sr	25	5	8	13	0.5200	1	1	0	0
Brittney LeBlanc	D	So	25	4	5	9	0.3600	1	1	0	0
Katie Medd	F	So	25	7	1	8	0.3200	0	1	0	0
Jenny Schmidt	F	So	25	2	6	8	0.3200	1	1	0	0
Jackie Keller	D	So	25	2	5	7	0.2800	0	0	0	0
Christina Waller	D	Fr	25	1	6	7	0.2800	0	0	0	0
Jennilee Moe	F	So	25	1	4	5	0.2000	0	0	0	0
Britt Pennington	D	Jr	25	0	5	5	0.2000	0	0	0	0
Samantha Farrell	F	Fr	23	2	2	4	0.1739	1	0	0	0
Katie Johnson	F	So	25	0	4	4	0.1600	0	0	0	0
Jena Kleis	G	So	6	0	0	0	0.0000	0	0	0	0
Emily Merhar	D	Fr	20	0	0	0	0.0000	0	0	0	0
Amanda Bockmann	G	So	22	0	0	0	0.0000	0	0	0	0
Sadie Dietrich	F	Fr	7	0	0	0	0.0000	0	0	0	0
