Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Jane Vezina	F	So	24	12	3	15	0.6250	3	6	1	2	1	0
Hannah Forliti	D	Jr	22	4	9	13	0.5909	2	4	0	2	0	0
Megan Skelly	F	Jr	25	3	10	13	0.5200	20	40	0	0	0	0
Riley Anderson	F	So	22	4	4	8	0.3636	3	6	0	1	0	0
Karma Knutson	D	Jr	25	4	3	7	0.2800	5	10	0	1	1	0
Maddy Johnson	F	Fr	17	3	4	7	0.4118	2	4	0	2	0	0
Lainie Baldwin	D	Fr	25	2	4	6	0.2400	10	20	0	1	0	0
Kalli McCullen	D	Fr	25	2	3	5	0.2000	0	0	0	0	0	0
Sara Lind	D	Sr	25	2	3	5	0.2000	11	22	0	1	0	0
Xandi Swedberg	F	Fr	25	2	2	4	0.1600	6	12	1	0	0	0
Kiki Platek	D	Jr	24	2	2	4	0.1667	2	4	0	1	0	0
Becky Weingarten	D	So	24	1	1	2	0.0833	2	4	0	0	0	0
Molly Andrews	D	Fr	12	1	0	1	0.0833	0	0	0	0	0	0
Bridget Roche	F	Jr	9	0	1	1	0.1111	1	2	0	0	0	0
Drue Engleman	F	Jr	24	0	1	1	0.0417	3	6	0	0	0	0
Abbey Smith	F	So	24	0	1	1	0.0417	1	2	0	0	0	0
Emily Lobin	D	So	19	0	1	1	0.0526	5	10	0	0	0	0
Annie Pumper	F	Jr	11	0	0	0	0.0000	1	2	0	0	0	0
Anna Bartz	D	Sr	16	0	0	0	0.0000	0	0	0	0	0	0
Margeaux Cohen	D	Fr	14	0	0	0	0.0000	0	0	0	0	0	0
Francesca Principe	F	Jr	4	0	0	0	0.0000	0	0	0	0	0	0
Haley Sawatzke	D	Fr	1	0	0	0	0.0000	0	0	0	0	0	0
Cassie Alexander	G	Jr	10	0	0	0	0.0000	0	0	0	0	0	0
Natalie Kelly	F	So	12	0	0	0	0.0000	2	4	0	0	0	0
Emilie Smolders	F	So	4	0	0	0	0.0000	0	0	0	0	0	0
Mae Moris	G	Fr	11	0	0	0	0.0000	0	0	0	0	0	0
Ali Griffin	F	Fr	7	0	0	0	0.0000	1	2	0	0	0	0
Hailey Sampson	G	Jr	6	0	0	0	0.0000	0	0	0	0	0	0
Jessica Krysik	D	Fr	10	0	0	0	0.0000	2	4	0	0	0	0
