Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Gretchen Anderson	F	Sr	31	30	20	50	1.6129	7	6	2	2
Heather Jackson	F	So	31	12	18	30	0.9677	4	0	3	0
Lisa Rasmussen	F	Sr	29	11	12	23	0.7931	0	2	0	0
Laura Watt	F	Fr	31	10	12	22	0.7097	0	3	0	0
Kim Pearce	F	Fr	31	10	12	22	0.7097	2	1	1	0
Angela Gooldy	D	Sr	29	4	15	19	0.6552	1	3	0	0
Liz Keady	F	Fr	31	8	8	16	0.5161	1	1	0	1
Sarah Butsch	F	So	31	7	7	14	0.4516	2	1	2	0
Becky Stewart	D	Jr	31	4	8	12	0.3871	1	0	0	0
Susan Hobson	F	Sr	18	3	7	10	0.5556	1	2	0	0
Katharine Maglione	D	Jr	29	2	8	10	0.3448	0	0	0	0
Dina McCumber	D	Fr	31	0	10	10	0.3226	0	0	0	0
Chrissie Norwich	D	So	31	1	6	7	0.2258	0	0	0	0
April Brown	F	Jr	29	0	7	7	0.2414	0	0	0	0
Sarah Greer	F	So	31	2	2	4	0.1290	0	0	0	0
Tarah Clark	F	So	28	2	2	4	0.1429	0	0	0	0
Alison Ralph	F	Fr	21	1	1	2	0.0952	1	0	0	0
Kate Hession	D	Fr	27	0	1	1	0.0370	0	0	0	0
Laura Stroessner	D	So	13	0	1	1	0.0769	0	0	0	0
Megan Van Beusekom	G	Sr	26	0	0	0	0.0000	0	0	0	0
Roxanne Gaudiel	G	So	8	0	0	0	0.0000	0	0	0	0
Sarah Shea	F	So	15	0	0	0	0.0000	0	0	0	0
