Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Beth Hanrahan	F	Sr	35	15	11	26	0.7429	3	6	2	4	1	2
Haley Frade	F	Sr	35	9	16	25	0.7143	13	26	0	2	0	0
Cassidy Carels	F	So	35	7	14	21	0.6000	9	18	1	1	0	0
Brooke Simpson	F	Sr	35	7	11	18	0.5143	4	8	1	4	0	0
Brooke Boquist	F	Fr	33	5	5	10	0.3030	7	14	0	1	0	0
Lexi Romanchuk	D	Jr	35	2	7	9	0.2571	12	24	0	1	0	0
Liv Halvorson	D/F	So	32	2	7	9	0.2813	27	54	0	0	0	0
Allison Micheletti	F	Sr	35	4	4	8	0.2286	11	22	0	1	1	0
Victoria Virtue	D	Sr	23	0	6	6	0.2609	9	18	0	0	0	0
Kendra Goodrich	D/F	So	35	0	5	5	0.1429	27	54	0	0	0	0
Brittney Thunstrom	F	Jr	35	3	1	4	0.1143	16	32	1	0	1	0
Madison Sansone	F	Fr	24	2	2	4	0.1667	6	12	1	0	0	0
Arianna Reid	D/F	So	24	0	4	4	0.1667	9	18	0	0	0	0
Stephanie DeMars	F	Sr	33	2	1	3	0.0909	3	6	0	0	0	0
Lauren Klein	D	So	28	1	1	2	0.0714	5	10	0	0	0	0
Suzie Lundeen	F/D	Sr	18	0	2	2	0.1111	1	2	0	0	0	0
Blair Parent	F	Fr	27	1	0	1	0.0370	9	29	0	0	0	0
Ariana Buxman	D	So	18	0	1	1	0.0556	0	0	0	0	0	0
Courtney Kukowski	F	Jr	35	0	1	1	0.0286	9	18	0	0	0	0
Alanna Serviss	G	So	6	0	0	0	0.0000	0	0	0	0	0	0
Sarah Bryant	G	Jr	9	0	0	0	0.0000	0	0	0	0	0	0
Allie Morse	G	Jr	29	0	0	0	0.0000	0	0	0	0	0	0
