Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Taylor Gross	F	Fr	35	12	11	23	0.6571	2	4	2	1	0	0
Jennifer Chaisson	F	Sr	35	7	14	21	0.6000	5	10	0	3	0	0
Sami Evelyn	D	Jr	35	5	14	19	0.5429	13	26	1	1	0	1
Kelly Horan	F	So	35	9	9	18	0.5143	6	12	3	3	0	1
Maude Blain	D	So	35	4	10	14	0.4000	14	28	0	2	0	0
Stephanie Raithby	F	Fr	35	6	6	12	0.3429	14	28	0	0	0	0
Alexandra Vakos	F	Fr	34	3	9	12	0.3529	4	8	3	1	0	0
Brittany Murphy	F	Sr	35	8	3	11	0.3143	25	50	1	1	0	1
Jocelyn Slattery	F	Fr	34	4	7	11	0.3235	7	14	2	0	0	0
Rebecca Hewett	D	Jr	35	2	8	10	0.2857	11	22	1	1	0	0
Jody Sydor	D	Sr	35	1	6	7	0.2000	12	24	0	0	0	0
Jenna Welch	F	Fr	35	1	4	5	0.1429	7	14	0	0	0	0
Casey Knajdek	F/D	So	30	3	1	4	0.1333	9	18	0	1	0	0
Jenny Saxon	F	Fr	35	1	2	3	0.0857	4	8	0	0	0	0
Kiana Nauheim	D	Fr	35	1	2	3	0.0857	3	6	0	0	0	0
Monique Weber	F	Jr	5	0	2	2	0.4000	5	10	0	0	0	0
Jaclyn Camardo	F	Jr	35	1	0	1	0.0286	0	0	0	0	0	0
Carli Pridmore	D	So	32	0	1	1	0.0313	0	0	0	0	0	0
Alexandra Garcia	G	Jr	31	0	0	0	0.0000	0	0	0	0	0	0
Claire Francis	G	So	1	0	0	0	0.0000	0	0	0	0	0	0
Nicole Paniccia	G	Fr	6	0	0	0	0.0000	0	0	0	0	0	0
Nicole Camardo	D	Jr	31	0	0	0	0.0000	0	0	0	0	0	0
