Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Hilary Knight	F	So	39	45	38	83	2.1282	0	0	6	16	2	1
Erika Lawler	F	Sr	40	20	44	64	1.6000	13	37	4	7	3	1
Angie Keseley	F	Sr	41	18	41	59	1.4390	11	22	4	7	0	0
Meghan Duggan	F	Jr	41	23	33	56	1.3659	22	44	4	7	0	0
Brooke Ammerman	F	Fr	40	27	27	54	1.3500	11	22	6	7	0	0
Jasmine Giles	F	Jr	41	16	29	45	1.0976	22	44	1	6	3	0
Mallory Deluce	F	So	41	12	20	32	0.7805	21	53	2	4	2	0
Kyla Sanders	F	Jr	41	10	17	27	0.6585	6	12	1	1	3	0
Carolyne Prï¿½vost	F	Fr	41	13	13	26	0.6341	0	0	2	3	0	0
Alycia Matthews	D	Sr	41	3	22	25	0.6098	10	20	0	2	0	0
Kelly Nash	F	So	41	7	13	20	0.4878	11	22	0	5	0	0
Brittany Haverstock	D	Fr	39	2	15	17	0.4359	8	16	1	0	0	0
Malee Windmeier	D	So	40	2	11	13	0.3250	18	36	0	1	0	0
Anne Dronen	D	So	41	4	5	9	0.2195	11	22	1	0	0	0
Olivia Jakiel	D	So	41	0	9	9	0.2195	11	22	0	0	0	0
Rachel Bible	F	Sr	41	3	4	7	0.1707	31	70	2	1	0	0
Maria Evans	F	So	21	1	2	3	0.1429	2	4	0	0	0	0
Emily Kranz	F	Jr	41	1	1	2	0.0488	5	10	0	0	0	0
Jessie Vetter	G	Sr	40	0	1	1	0.0250	1	2	0	0	0	0
Kayla Hagen	F	Sr	24	0	0	0	0.0000	2	4	0	0	0	0
Alannah McCready	G	Jr	5	0	0	0	0.0000	0	0	0	0	0	0
