Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Kelly Sabatine	F	So	32	15	19	34	1.0625	16	40	3	4	0	0
Brooke Fernandez	D	So	36	7	19	26	0.7222	39	78	2	3	1	0
Vanessa Emond	F	Jr	36	14	11	25	0.6944	16	32	2	4	0	0
Karell Ã‰mard	F	Sr	34	9	12	21	0.6176	0	0	2	2	0	0
Rylee Smith	F	Fr	36	7	13	20	0.5556	9	18	0	2	1	0
Kayla Sullivan	F	So	36	9	7	16	0.4444	12	24	3	1	0	0
Bailey Habscheid	D	Fr	34	7	9	16	0.4706	4	8	0	4	0	0
Alley Bero	F	Jr	36	6	10	16	0.4444	5	10	1	1	1	1
Michelle Ng	F	So	35	3	10	13	0.3714	2	4	1	1	0	0
Jamie Goldsmith	F	So	36	2	10	12	0.3333	12	24	1	0	0	0
Lauren Brozowski	D	Sr	36	5	3	8	0.2222	7	14	1	1	0	0
Mel Desrochers	D	Fr	36	4	4	8	0.2222	6	12	0	0	0	0
Kirsten Roach	F	Sr	34	1	5	6	0.1765	6	12	0	0	0	0
Josee Belanger	D	Jr	32	1	3	4	0.1250	2	4	0	0	0	0
Dayle Wilkinson	D	Fr	25	0	3	3	0.1200	0	0	0	0	0	0
Michelle Zimmerman	D	Sr	4	0	0	0	0.0000	1	2	0	0	0	0
Ashley Scott	F	So	36	0	0	0	0.0000	0	0	0	0	0	0
Nikki Bongaerts	G	Jr	2	0	0	0	0.0000	0	0	0	0	0	0
Dallas Boyd	F	Fr	6	0	0	0	0.0000	0	0	0	0	0	0
Maxie Weisz	G	Sr	26	0	0	0	0.0000	0	0	0	0	0	0
Caitlyn Lahonen	G	Fr	13	0	0	0	0.0000	0	0	0	0	0	0
