Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Lindsay Boeser	F	Fr	25	14	19	33	1.3200	1	4	4	0
Susannah Brokl	F	Fr	25	21	10	31	1.2400	4	5	2	0
Janae Fabini	F	Fr	25	17	8	25	1.0000	3	8	0	0
Lindsay Weier	D	Jr	24	6	15	21	0.8750	1	4	0	0
Laura Wild	F	Fr	25	4	9	13	0.5200	1	3	0	0
Brit Schultheis	F	Sr	23	3	8	11	0.4783	0	2	0	0
Kate Barnett	F	Sr	23	3	8	11	0.4783	1	2	0	0
Katie Bennett	F	Fr	23	3	4	7	0.3043	1	0	0	0
Melissa Mueller	D	Jr	22	2	5	7	0.3182	1	2	0	0
Kelsey Skogland	D	So	23	0	6	6	0.2609	0	0	0	0
Heidi Morse	D	Fr	21	2	2	4	0.1905	1	0	0	0
Kirsten Paulson	F	Jr	23	1	3	4	0.1739	1	1	0	0
Erin Baxter	F	Sr	23	0	4	4	0.1739	0	0	0	0
Emily Knutson	D	So	25	1	2	3	0.1200	0	0	0	0
Lila Bolke	F	Fr	5	0	0	0	0.0000	0	0	0	0
Kerry Rollwagen	G	Sr	15	0	0	0	0.0000	0	0	0	0
Kendra Ruff	D	Jr	16	0	0	0	0.0000	0	0	0	0
Theresa Nolan	D	So	18	0	0	0	0.0000	0	0	0	0
Robin Bland	F	So	11	0	0	0	0.0000	0	0	0	0
Jessica Nash	F	Fr	7	0	0	0	0.0000	0	0	0	0
Kayla Wente	F	Sr	22	0	0	0	0.0000	0	0	0	0
Claire LeDuc	F	So	20	0	0	0	0.0000	0	0	0	0
Jennifer Luke	F	Sr	2	0	0	0	0.0000	0	0	0	0
Andrea Smith	G	Sr	12	0	0	0	0.0000	0	0	0	0
Andra Curtis	F	Jr	11	0	0	0	0.0000	0	0	0	0
