Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Nina Waidacher	F	Sr	26	23	17	40	1.5385	9	18	2	9	3	2
Sierra Hanowski	F	So	26	9	14	23	0.8846	3	6	2	3	0	1
Nikki Logergren	F	Jr	25	7	11	18	0.7200	12	24	1	2	0	0
Taylor Guzzo	F	Jr	26	6	12	18	0.6923	3	6	0	3	0	0
Kaitlin Johnston	D	Sr	26	3	13	16	0.6154	4	8	1	1	0	0
Abby Sawyer	F	Fr	26	12	3	15	0.5769	4	8	3	4	0	0
Alex Blair	D	Sr	26	0	13	13	0.5000	7	14	0	0	0	0
Amanda Broman	F	Fr	24	6	6	12	0.5000	2	4	0	2	0	0
Kelly Ahlgren	D	Jr	26	1	9	10	0.3846	15	30	0	0	0	0
Ivy Smith	D	So	21	1	6	7	0.3333	3	6	1	0	0	0
Katie Josephson	F	Fr	14	5	1	6	0.4286	1	2	1	0	0	0
Kaleigh Hamann	F	Fr	26	1	5	6	0.2308	10	20	0	0	0	0
Anja Kadijević	F	So	25	3	2	5	0.2000	1	2	0	0	0	0
Zahn Thompson	F	Fr	25	1	4	5	0.2000	2	4	0	1	0	0
Brenna Smith	D	So	19	0	5	5	0.2632	2	4	0	0	0	0
Brandi Malwitz	F	Fr	25	3	0	3	0.1200	3	6	0	0	1	1
Sami Anderson	D	Fr	24	1	2	3	0.1250	2	4	0	0	0	0
Madison Smith	D	So	10	0	2	2	0.2000	1	2	0	0	0	0
Lindsey Wright	F	Fr	25	0	2	2	0.0800	2	4	0	0	0	0
Hailee Johnson	D	Fr	11	0	0	0	0.0000	0	0	0	0	0	0
Kristen Hunt	G	Fr	10	0	0	0	0.0000	1	2	0	0	0	0
Lindsey Hartfiel	G	So	19	0	0	0	0.0000	1	2	0	0	0	0
