Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Sara McDonald	F	So	34	16	10	26	0.7647	3	3	0	1
Samantha Shirley	F	Fr	33	15	11	26	0.7879	4	5	0	1
Jessica Dillabough	F	Jr	34	7	18	25	0.7353	1	1	0	2
Chrissy Yule	F	So	34	8	16	24	0.7059	1	3	0	0
Jennifer Jeffrey	D	Sr	34	7	17	24	0.7059	2	1	0	0
C.J. Ireland	F	Sr	34	11	12	23	0.6765	2	3	1	1
Lyndsay Barch	F	Jr	34	10	8	18	0.5294	3	2	0	0
Randi Pilger	D	Sr	32	6	7	13	0.4063	2	3	0	0
Lindsay Dellow	F	So	33	3	10	13	0.3939	0	0	0	0
Danielle Lansing	D	Fr	34	5	7	12	0.3529	2	1	0	0
Britney Millar	F/D	Jr	34	4	8	12	0.3529	1	2	0	0
K.C. Gallo	F	Sr	31	4	5	9	0.2903	3	2	0	0
Aimee Collins	D	Fr	33	3	5	8	0.2424	1	0	0	0
Tracy Logan	C	Sr	32	2	1	3	0.0938	0	0	0	0
Seanna Murphy	F	Sr	25	1	1	2	0.0800	0	0	0	0
Christy Vinge	F	Sr	13	0	2	2	0.1538	0	0	0	0
Elizabeth Betteridge	D	Sr	33	0	1	1	0.0303	0	0	0	0
Mariann MacDougall	D	Sr	33	0	1	1	0.0303	0	0	0	0
Rachelle Haight	D	So	6	0	1	1	0.1667	0	0	0	0
Shivaun Siegl	G	Fr	1	0	0	0	0.0000	0	0	0	0
Desirae Clark	G	So	12	0	0	0	0.0000	0	0	0	0
Tiffany Ribble	G	Sr	23	0	0	0	0.0000	0	0	0	0
Natalie Schembri	D	Sr	14	0	0	0	0.0000	0	0	0	0
Kerry Ryan	F	Sr	22	0	0	0	0.0000	0	0	0	0
