Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Kait Mason	F	Jr	30	20	16	36	1.2000	13	26	5	2	2	3
Chloe Kinsel	F	Fr	30	18	14	32	1.0667	2	4	5	3	0	0
Katie Batters	F	Jr	27	21	10	31	1.1481	10	20	3	3	1	0
Brook Story	F	Jr	30	10	18	28	0.9333	4	8	0	1	0	0
Crysta Lowell	F	So	30	11	14	25	0.8333	16	32	1	5	0	0
Alice Cranston	F	So	30	9	16	25	0.8333	2	4	3	2	1	0
Amanda Ryder	D	Sr	30	8	14	22	0.7333	12	24	1	1	0	0
Leah Gefroh	F	Fr	30	11	10	21	0.7000	4	8	1	4	0	0
Alyssa Jackson	F	Sr	30	9	11	20	0.6667	13	26	0	2	0	0
Alyssa Black	F	Sr	30	5	13	18	0.6000	3	6	0	2	0	0
Sam Greeley	D	So	30	3	10	13	0.4333	4	8	1	2	0	0
Kendal Evenson	D	So	30	0	13	13	0.4333	2	4	0	0	0	0
Allie Olson	D	So	30	4	6	10	0.3333	9	18	0	4	0	0
Dani Buehrer	D	Fr	30	4	5	9	0.3000	14	28	1	2	0	0
Judy Daleiden	D	Sr	28	2	4	6	0.2143	4	8	0	0	0	0
Lauren Schweppe	D	So	30	0	4	4	0.1333	11	22	0	0	0	0
Megan Juricko	D	Fr	12	1	1	2	0.1667	4	8	0	1	0	0
Taylor Guzzo	F	Fr	7	1	1	2	0.2857	1	2	0	0	0	0
Ashley Kuechle	G	Jr	14	0	0	0	0.0000	0	0	0	0	0	0
Gillian McDonald	G	Fr	16	0	0	0	0.0000	0	0	0	0	0	0
Meaghan Wenner	G	Fr	5	0	0	0	0.0000	0	0	0	0	0	0
