Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Stephanie Miguel	F	So	25	21	16	37	1.4800	11	22	3	7	1	0
Christie Sharlow	F	So	24	8	15	23	0.9583	4	8	1	0	0	0
Kathryn Kroleski	F	Sr	25	9	13	22	0.8800	9	18	2	2	0	0
Amy Allen	F	Jr	25	15	4	19	0.7600	19	38	2	6	0	0
Kate Marek	D	Sr	16	1	16	17	1.0625	10	20	0	1	0	0
Becky Cairns	F	So	25	2	5	7	0.2800	6	12	0	0	1	0
Laura DiCarlo	F	Fr	25	1	6	7	0.2800	3	6	0	1	0	0
Rachel Rapoza	D	Jr	25	0	6	6	0.2400	15	30	0	0	0	0
Riley Smith	F	Fr	25	2	2	4	0.1600	6	12	0	0	0	0
Meredith Bitterman	D	Fr	25	1	3	4	0.1600	18	36	0	1	0	0
Kristen Pallen	F	Fr	25	2	0	2	0.0800	19	38	1	1	0	0
Louise Roy	D	Jr	24	1	1	2	0.0833	12	24	0	0	0	0
Carly Barker	F	Sr	24	1	1	2	0.0833	27	65	0	0	0	0
Audie Carter-Tracy	D	So	9	0	2	2	0.2222	4	8	0	0	0	0
Bret Lineberry	D	So	24	0	2	2	0.0833	4	8	0	0	0	0
Jennifer Keefe	D	Fr	24	0	1	1	0.0417	0	0	0	0	0	0
Meg Shine	G	Jr	22	0	0	0	0.0000	1	2	0	0	0	0
Courtney DeMaria	F	Jr	3	0	0	0	0.0000	0	0	0	0	0	0
Lesley Ryder	G	So	5	0	0	0	0.0000	0	0	0	0	0	0
Catherine Torcivia	F	Fr	24	0	0	0	0.0000	0	0	0	0	0	0
