Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Nicole Grossmann	F	So	29	17	12	29	1.0000	5	2	5	0
Michelle Sosnowski	F	So	29	13	11	24	0.8276	2	3	0	0
Katy Lankey	F	Jr	29	10	7	17	0.5862	1	1	4	1
Tracy Butler	D	Fr	29	8	9	17	0.5862	0	1	1	0
Kellye Nelson	F	Fr	29	7	10	17	0.5862	2	1	0	0
Chris Hanson	D	Sr	29	6	11	17	0.5862	2	2	0	0
Jesse Suter	F	Jr	29	9	7	16	0.5517	1	3	0	0
Madison Darud	F	So	29	9	6	15	0.5172	2	2	0	0
Jenna Daggit	F	So	29	6	9	15	0.5172	0	3	0	0
Sarah Phillips	D	Fr	27	2	12	14	0.5185	0	1	0	0
Jamie Lewandowski	D	Jr	29	6	7	13	0.4483	1	5	0	0
Nicole Greeneway	D	So	26	5	5	10	0.3846	2	1	0	0
Trish Piskula	F	So	29	3	7	10	0.3448	0	0	0	0
Lauren Kellin	D	Jr	28	1	6	7	0.2500	0	1	0	0
Rachael Graves	D	So	29	4	2	6	0.2069	1	4	0	0
Jessica Edward	F	Fr	29	4	2	6	0.2069	1	0	0	0
Brittany Davies	F	So	10	0	1	1	0.1000	0	0	0	0
Amy Statz	G	Sr	25	0	0	0	0.0000	0	0	0	0
Haemi Rogers	F	Fr	28	0	0	0	0.0000	0	0	0	0
d'Andra Phillips	G	Fr	6	0	0	0	0.0000	0	0	0	0
Ann Hulme	G	Fr	6	0	0	0	0.0000	0	0	0	0
