Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Kristin Faber	F	Jr	26	19	15	34	1.3077	18	36	1	5	0	0
Beth Dittrich	F	Sr	27	12	17	29	1.0741	11	22	3	3	1	0
Taylor Jenkins	F	So	26	9	10	19	0.7308	6	12	3	6	0	0
Christine Dickinson	F	Jr	24	14	4	18	0.7500	11	22	2	4	1	0
Toni Simones	F	So	24	5	11	16	0.6667	8	16	1	1	0	0
Jackie McKay	D	So	25	2	14	16	0.6400	0	0	1	2	0	0
Kelli Johnson	D	Jr	25	5	10	15	0.6000	0	0	0	3	0	0
Rita Simones	D	Jr	27	1	12	13	0.4815	10	20	0	0	0	0
Shannon Nelson	F	Jr	26	3	7	10	0.3846	20	40	0	0	0	0
Meghan Lorenz	D	Jr	27	5	4	9	0.3333	22	44	0	2	0	0
Emily Haluska	F	Fr	27	5	2	7	0.2593	3	6	0	0	0	0
Dani Kerr	F	Fr	27	2	5	7	0.2593	10	20	0	1	0	0
Allison Malecek	F	Fr	27	4	2	6	0.2222	6	12	1	0	0	0
Casey McMullen	F	Fr	26	2	3	5	0.1923	0	0	0	0	0	0
Katie Ward	F/D	So	27	2	1	3	0.1111	0	0	0	0	0	0
Kate Loberg-Sonderup	D	Fr	26	0	1	1	0.0385	16	32	0	0	0	0
Mara Stormer	G		2	0	0	0	0.0000	0	0	0	0	0	0
Danika Porter	G	Jr	17	0	0	0	0.0000	0	0	0	0	0	0
Nicole Lence	G	Jr	10	0	0	0	0.0000	0	0	0	0	0	0
Kelly Auner	D/F	So	13	0	0	0	0.0000	0	0	0	0	0	0
Lynne Erspamer	F	So	4	0	0	0	0.0000	1	2	0	0	0	0
