Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Kira Misikowetz	F	Sr	36	14	25	39	1.0833	3	3	0	0
Stephanie Jones	F	Fr	36	17	13	30	0.8333	7	3	1	0
Carolyn Gordon	F	So	36	8	22	30	0.8333	1	2	1	1
Allison Edgar	D	So	32	15	11	26	0.8125	3	6	1	0
Kristen Thomas	D	So	36	5	19	24	0.6667	1	1	0	0
Randi MacMaster	F	Fr	36	8	11	19	0.5278	0	0	0	0
Annie Fahlenbock	F	Jr	36	7	9	16	0.4444	0	1	0	0
Janine Goulet	F	So	36	6	6	12	0.3333	2	1	0	1
Chandy Kaip	F/D	Sr	36	6	5	11	0.3056	0	2	0	0
Kristine Butt	F	Jr	36	3	8	11	0.3056	0	0	0	0
Debbie Bernhard	F	So	35	3	8	11	0.3143	0	0	0	0
Jaime VanMassenhove	F	So	36	5	3	8	0.2222	0	1	0	0
Kristi Shaw	F	Fr	35	1	5	6	0.1714	0	0	0	0
Brandi Kerns	D	Sr	35	1	3	4	0.1143	0	0	0	0
Nicole Stefanilo	D	Jr	36	1	3	4	0.1111	0	0	0	0
Marybeth Marren	D	Jr	35	0	4	4	0.1143	0	0	0	0
Randi Hickox	D	Jr	31	1	1	2	0.0645	1	0	0	0
Allison O'Hara	D	Fr	16	1	0	1	0.0625	1	0	0	0
Jen Huggon	G	Jr	34	0	1	1	0.0294	0	0	0	0
Hillary Ensor	G	Jr	1	0	0	0	0.0000	0	0	0	0
Seanna Conway	G	Fr	2	0	0	0	0.0000	0	0	0	0
Alexis Silvestri	D	So	12	0	0	0	0.0000	0	0	0	0
Erin Vehec	F	Fr	15	0	0	0	0.0000	0	0	0	0
Liz Adams	D	So	3	0	0	0	0.0000	0	0	0	0
