Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Amber Fryklund	C	Sr	33	16	21	37	1.1212	3	4	0	0
Lill Raynard	F	Sr	33	11	17	28	0.8485	1	5	1	0
Lisa Peters	D	Sr	32	3	15	18	0.5625	0	1	0	0
Caesare Stimson	F	Jr	31	7	8	15	0.4839	2	1	0	0
Alicia Kinsman	C	Sr	28	5	6	11	0.3929	0	1	0	0
Guylaine Haché	F	Jr	33	6	4	10	0.3030	2	3	0	0
Kerri McEwen	W	Sr	33	5	4	9	0.2727	0	2	0	0
Betsy Hegland	F	Sr	33	5	3	8	0.2424	0	0	0	0
Katie Ward	F	So	25	5	3	8	0.3200	0	0	0	0
Sarah Zuelke	D	Fr	32	2	4	6	0.1875	0	1	0	0
Carly Napier	F	Fr	32	3	2	5	0.1563	0	0	0	0
Jenny Schnickel	D	So	33	1	4	5	0.1515	0	0	0	0
Mandy Bambrough	D	Fr	33	1	4	5	0.1515	0	0	0	0
Nicky Kluck	C	So	32	2	2	4	0.1250	0	0	0	0
Cassi Petsch	F/D	Fr	28	2	0	2	0.0714	1	0	0	0
Emily Curcuruto	D	Fr	33	1	1	2	0.0606	0	1	0	0
Andrea Carlson	F	So	25	0	1	1	0.0400	0	0	0	0
Melissa Schaeffer	F/D	Fr	21	0	0	0	0.0000	0	0	0	0
Jenny Hocum	F	So	7	0	0	0	0.0000	0	0	0	0
Amy Shepler	F	Sr	16	0	0	0	0.0000	0	0	0	0
Bre Dedrickson	G	Sr	11	0	0	0	0.0000	0	0	0	0
Ashley Medori	D	Fr	19	0	0	0	0.0000	0	0	0	0
Anik Coté	G	Jr	19	0	0	0	0.0000	0	0	0	0
Crystal Sorenson	D	Fr	2	0	0	0	0.0000	0	0	0	0
Jill Luebke	G	Fr	13	0	0	0	0.0000	0	0	0	0
