Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Kathryn Larson	F	Sr	29	18	18	36	1.2414	6	12	2	5	1	0
Leah Schwartzman	F	So	29	15	16	31	1.0690	5	10	4	6	0	0
Kaylee Druk	F	Jr	29	5	13	18	0.6207	11	22	0	0	1	0
Becca Zarembinski	F	So	19	7	10	17	0.8947	8	16	0	0	0	0
Allison Borgstrom	D	Jr	29	7	9	16	0.5517	8	16	1	5	0	0
Demi Cooper	D	So	29	4	11	15	0.5172	6	12	0	1	0	0
Anna Williams	D	Fr	29	3	11	14	0.4828	2	4	1	0	0	0
Ellie Tabaka	F	So	29	4	9	13	0.4483	6	12	1	1	0	0
Rachel Werdin	F	Fr	29	5	4	9	0.3103	6	12	2	0	0	0
Allison Parnell	F	Fr	29	2	6	8	0.2759	2	4	1	0	0	0
Erika Bjorkman	F	Jr	29	3	4	7	0.2414	1	2	0	1	0	0
Heidi Hannula	D	So	29	0	6	6	0.2069	4	8	0	0	0	0
Emily Michaelson	D	So	20	3	1	4	0.2000	4	8	1	0	0	0
Isabel Bianci	F	Fr	28	1	3	4	0.1429	3	6	1	0	0	0
Breanna Mahoney	F	Jr	29	0	3	3	0.1034	0	0	0	0	0	0
Hannah Bird	D	Sr	29	0	2	2	0.0690	11	22	0	0	0	0
Rylie McDonell	F	So	23	1	0	1	0.0435	1	2	0	0	0	0
Mackenzie Torpy	G	So	27	0	1	1	0.0370	0	0	0	0	0	0
Frani Marshall	G	So	1	0	0	0	0.0000	0	0	0	0	0	0
Valerie Brown	F	So	28	0	0	0	0.0000	2	4	0	0	0	0
Paige Kittelson	G	Jr	2	0	0	0	0.0000	0	0	0	0	0	0
Megan Sweet	D	So	4	0	0	0	0.0000	4	8	0	0	0	0
Kelsey Milanovich	F	Fr	19	0	0	0	0.0000	0	0	0	0	0	0
