Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Amanda Schultz	F	Jr	25	15	8	23	0.9200	1	6	0	0
Laura Suppes	F	So	25	9	8	17	0.6800	3	2	2	0
Karen Hebert	F	So	21	4	12	16	0.7619	1	0	0	0
Laura Brackey	F	Jr	25	8	7	15	0.6000	2	0	0	1
Martina Korinek	F	So	25	5	10	15	0.6000	1	1	0	0
Christa Hubert	F	Sr	25	7	6	13	0.5200	1	0	1	0
Amber Stevenson	F	So	25	4	8	12	0.4800	0	0	0	0
Theresa Guindon	F	Fr	25	8	2	10	0.4000	0	0	0	0
Tara Hayner	F/D	So	25	6	4	10	0.4000	1	2	0	0
Devon Nichols	F	Jr	5	4	2	6	1.2000	2	1	1	0
Allison Timberg	D	So	24	1	5	6	0.2500	0	0	0	0
Allison Campbell	D	So	25	2	3	5	0.2000	0	1	0	0
Claire Parda	F	Jr	11	3	1	4	0.3636	2	0	1	0
Jessie Boyles	F	Jr	22	2	2	4	0.1818	0	0	0	0
Sophie Saltzman	D	Fr	23	1	3	4	0.1739	0	0	0	0
Crystal Wasem	D	Jr	25	1	3	4	0.1600	1	0	0	0
Katie Vannelli	F	So	25	1	0	1	0.0400	0	0	0	0
Kelly Ivey	D	Fr	24	0	1	1	0.0417	0	0	0	0
R Ouimette	F		1	0	1	1	1.0000	0	0	0	0
Jill Arendt	G	Fr	25	0	0	0	0.0000	0	0	0	0
Heather Prochaska	G	Fr	3	0	0	0	0.0000	0	0	0	0
Molly Gehr	G	Fr	3	0	0	0	0.0000	0	0	0	0
Sarah Saunders	D	So	4	0	0	0	0.0000	0	0	0	0
