Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Amanda Kessel	F	Fr	35	19	31	50	1.4286	12	24	5	3	3	0
Sarah Erickson	F	Jr	37	21	22	43	1.1622	20	51	6	4	0	0
Kelly Terry	F	Fr	38	15	24	39	1.0263	19	38	1	1	1	1
Jen Schoullis	F	Sr	38	18	14	32	0.8421	21	61	2	5	1	0
Sarah Davis	F	Fr	38	11	21	32	0.8421	10	20	3	4	0	0
Anne Schleper	D	Jr	38	8	20	28	0.7368	13	26	0	5	0	0
Megan Bozek	D	So	37	6	17	23	0.6216	35	70	3	3	0	0
Becky Kortum	F	So	38	14	5	19	0.5000	14	28	3	3	1	0
Kelly Seeler	D	Jr	38	5	12	17	0.4474	23	49	0	2	0	0
Mira Jalosuo	D	So	38	4	8	12	0.3158	8	16	2	4	0	0
Bethany Brausen	F	Fr	38	2	7	9	0.2368	9	18	1	0	0	0
Laura May	F	Sr	36	3	5	8	0.2222	10	20	0	0	0	0
Samantha Downey	F	So	38	1	5	6	0.1579	3	6	0	1	0	0
Baylee Gillanders	D	Fr	38	0	6	6	0.1579	15	30	0	0	0	0
Terra Rasmussen	F	Sr	35	2	3	5	0.1429	25	50	0	1	0	0
Emily West	F	Sr	4	2	2	4	1.0000	4	8	0	0	0	0
Noora Rï¿½ty	G	So	33	0	3	3	0.0909	0	0	0	0	0	0
Ashley Stenerson	F/D	Fr	35	1	0	1	0.0286	1	2	0	0	0	1
Katie Frischmann	F/D	So	38	0	0	0	0.0000	3	17	0	0	0	0
Jenny Lura	G	Sr	3	0	0	0	0.0000	0	0	0	0	0	0
Alyssa Grogan	G	Jr	3	0	0	0	0.0000	2	4	0	0	0	0
Nikki Ludwigson	F	Jr	38	0	0	0	0.0000	0	0	0	0	0	0
