Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Abby Gauthier	F	Sr	37	8	21	29	0.7838	20	40	1	1	2	1
Laura Veharanta	F	Sr	37	13	15	28	0.7568	21	53	1	3	1	0
Corinne Buie	F	So	37	11	15	26	0.7027	16	32	4	1	1	0
Ashley Cottrell	F	Sr	28	15	8	23	0.8214	7	14	3	1	3	1
Jennifer Friedman	D	Sr	37	1	18	19	0.5135	21	42	0	0	0	0
Jessica Vella	F	Jr	37	9	9	18	0.4865	16	32	0	3	1	1
Rebecca Morse	D	So	37	3	12	15	0.4054	19	38	1	2	0	0
Maggie Pendleton	D	So	36	3	9	12	0.3333	11	22	0	2	0	0
Kate Bacon	F	Sr	33	6	5	11	0.3333	21	53	1	2	0	1
Haley Frade	F	Fr	34	5	6	11	0.3235	4	8	1	2	0	0
Christie Jensen	D	Sr	30	2	8	10	0.3333	15	30	0	0	0	0
Beth Hanrahan	F	Fr	34	6	3	9	0.2647	3	6	2	0	0	0
Jessica Cohen	F	Jr	34	3	6	9	0.2647	20	40	1	1	0	0
Nicole Anderson	F	Jr	22	3	3	6	0.2727	2	4	0	0	0	0
Emily Groth	D	Jr	34	0	4	4	0.1176	8	16	0	0	0	0
Allison Micheletti	F	Fr	33	3	0	3	0.0909	1	2	0	0	0	0
Brooke Simpson	F	Fr	33	1	2	3	0.0909	2	4	0	0	0	0
Victoria Virtue	D	Fr	34	0	3	3	0.0882	5	10	0	0	0	0
Genevieve Lacasse	G	Sr	29	0	1	1	0.0345	3	6	0	0	0	0
Stephanie DeMars	F	So	7	0	0	0	0.0000	0	0	0	0	0	0
Nina Riley	G	So	6	0	0	0	0.0000	0	0	0	0	0	0
Suzie Lundeen	F/D	Fr	18	0	0	0	0.0000	0	0	0	0	0	0
Hillary Drake	G	Fr	1	0	0	0	0.0000	0	0	0	0	0	0
