Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Tiffany Magnuson	F/D	So	25	23	7	30	1.2000	2	6	1	0
Caryn Quist	F	So	24	6	8	14	0.5833	0	1	0	0
Sara Toft	F	Fr	25	6	4	10	0.4000	1	1	0	0
Jess Olson	F	Fr	25	6	4	10	0.4000	0	4	0	0
Christina Waller	D	So	25	3	7	10	0.4000	1	2	0	0
Jackie Keller	D	Jr	25	1	9	10	0.4000	0	0	0	0
Andrea Toft	F	Fr	25	6	3	9	0.3600	1	2	0	0
Katie Medd	F	Jr	24	1	8	9	0.3750	0	0	0	0
Whitney Restemayer	D	Fr	25	2	4	6	0.2400	0	0	0	0
Katie Johnson	F	Jr	25	3	1	4	0.1600	2	0	0	0
Emily Merhar	D	So	25	1	2	3	0.1200	0	1	0	0
Airien Grimstad	D	Fr	8	0	2	2	0.2500	0	0	0	0
Marie Johnson	F	So	3	1	0	1	0.3333	0	0	0	0
Samantha Farrell	F	So	10	1	0	1	0.1000	1	0	0	0
Toni Menth	G	Fr	24	0	1	1	0.0417	0	0	0	0
Carijean Miller	D	Fr	9	0	0	0	0.0000	0	0	0	0
Jessie Rombough	G	Fr	1	0	0	0	0.0000	0	0	0	0
