Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	GWG	PPG	SHG	ENG
Laura Hurd	F	So	27	33	22	55	2.0370	5	7	4	0
Jaclyn O'Neil	F	Fr	28	14	24	38	1.3571	5	3	1	0
Lindsay Palmer	F	So	27	19	14	33	1.2222	4	2	0	0
Teegon Black	F	Sr	29	11	16	27	0.9310	0	2	0	0
Charissa Gawant	F	So	25	11	16	27	1.0800	3	0	0	0
Sheena Calic	D	Fr	26	7	19	26	1.0000	0	1	0	0
Emily Sand	F	Fr	23	9	14	23	1.0000	1	0	2	0
Shannon Sargent	F	So	26	9	13	22	0.8462	1	1	0	0
Siobhan Edington	F	Fr	23	8	12	20	0.8696	2	2	0	0
Amy Rudisill	F	So	28	6	14	20	0.7143	0	0	0	0
Michelle Rennie	F	Jr	25	10	7	17	0.6800	0	2	0	0
Stacey Calic	D	Fr	24	4	13	17	0.7083	0	0	0	0
Megan Lafave	F	So	23	6	10	16	0.6957	1	0	0	0
LeAnne Denman	D	So	21	4	10	14	0.6667	0	3	0	0
Sarah Fewchuk	F	So	20	5	7	12	0.6000	0	0	0	0
Julie Clune	D	So	26	0	12	12	0.4615	0	0	0	0
Bronwyn Hart	D	So	25	1	10	11	0.4400	0	0	0	0
Caitlin Crowl	D	Fr	18	1	9	10	0.5556	0	0	0	0
Sonya Lynk	D	So	20	5	4	9	0.4500	0	0	0	0
Jenelle Bauer	D	So	27	1	7	8	0.2963	0	0	0	0
Leah Pabst	F	So	12	4	3	7	0.5833	0	0	0	0
Shannon Fong	F	So	13	1	6	7	0.5385	1	0	0	0
Maryse Simard	F	So	3	1	2	3	1.0000	0	0	0	0
Edith Racine	G	So	18	0	0	0	0.0000	0	0	0	0
Kristin Lillie	G	So	11	0	0	0	0.0000	0	0	0	0
