Name	Pos	Year	GP	G	A	Pts.	Pt/Gm	PEN	PIM	GWG	PPG	SHG	ENG
Melissa Boal	F	Jr	32	35	34	69	2.1563	19	38	6	11	3	0
Sam Poyton	F	Jr	34	38	28	66	1.9412	35	78	13	11	0	0
Lindsay DiPietro	F	Jr	34	16	48	64	1.8824	10	20	0	2	2	0
Chelsea Burnett	D	So	34	2	17	19	0.5588	7	14	0	1	0	0
Katrina Protopapas	F	So	34	8	7	15	0.4412	4	8	0	4	0	0
Tina Vanderhoeven	D	Jr	32	3	10	13	0.4063	13	26	0	2	0	0
Sammi Bowers	F	So	19	6	5	11	0.5789	22	47	1	4	0	0
Ashley King	F	Sr	34	3	7	10	0.2941	11	33	1	2	0	0
Tegan Schroeder	D	So	25	1	8	9	0.3600	20	40	0	0	0	0
Christine Jefferson	D	So	34	1	8	9	0.2647	11	22	0	0	0	0
Janet Babchishin	F	Fr	33	4	3	7	0.2121	5	10	0	0	0	1
Emily Berzins	F	Jr	26	2	4	6	0.2308	19	38	0	0	0	0
Brandi Frakie	F	So	21	1	4	5	0.2381	10	20	0	0	1	0
Danielle Wilson	D	Sr	34	0	5	5	0.1471	11	22	0	0	0	0
Adrianna Pfeffer	F	Fr	31	3	1	4	0.1290	11	22	0	1	0	0
Amanda Hungle	F	Jr	34	1	2	3	0.0882	2	4	1	0	0	0
Becky Sonn	F	Sr	28	0	3	3	0.1071	0	0	0	0	0	0
Jenny Cameron	D	Sr	34	0	1	1	0.0294	1	2	0	0	0	0
Amanda Blanc	F/D	So	34	0	1	1	0.0294	2	4	0	0	0	0
Tiffany Thompson	G	Sr	10	0	0	0	0.0000	0	0	0	0	0	0
Valery Turcotte	G	Sr	28	0	0	0	0.0000	1	2	0	0	0	0
